yob,year,annwage,weeks,veteran,lott1,lott2,lott3,lott4,lott5,lott6,lott7,lott8,lott9,lott10,lott11,lott12,lott13
51,81,15600,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,81,14000,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,81,6721,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,81,13200,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0
53,81,6000,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0
52,81,6800,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,81,5000,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,81,20800,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,81,16797,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,81,18339,52,1,0,0,0,0,0,0,0,0,0,0,0,0,1
51,81,72,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,81,6137,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,81,7384,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0
51,81,40000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53,81,13000,26,1,0,0,0,0,0,0,0,0,0,0,0,1,0
51,81,19000,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0
52,81,20500,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,81,6000,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0
52,81,24000,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,81,5000,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,81,2680,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,81,21000,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,81,11000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52,81,18000,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,81,21000,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0
53,81,4800,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52,81,8315,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,81,1800,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0
52,81,10509,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,81,10000,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,81,9573,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53,81,28000,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,81,16000,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,81,21000,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,81,22000,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51,81,21000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,81,3000,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,81,14109,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,81,20000,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,81,0,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,81,20568,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,81,12000,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,81,17200,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,81,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,81,3750,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,81,14900,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52,81,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,81,0,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,81,12107,52,1,0,0,1,0,0,0,0,0,0,0,0,0,0
52,81,8250,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,81,25000,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,81,18000,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0
53,81,9400,48,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,81,15000,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,81,11000,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,81,2700,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0
50,81,25000,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,81,26000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51,81,28900,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0
51,81,22500,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,81,15000,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,81,28000,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51,81,0,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52,81,11000,52,1,0,0,0,0,1,0,0,0,0,0,0,0,0
53,81,5800,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0
50,81,0,52,1,0,0,0,0,0,0,0,0,0,0,1,0,0
53,81,14000,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,81,32974,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,81,9000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,81,9000,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0
53,81,12500,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,81,18500,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,81,5360,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0
50,81,8630,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,81,6000,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,81,23000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,81,21000,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,81,6000,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,81,350,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,81,25000,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,81,30000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,81,0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50,81,22150,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0
51,81,16000,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0
51,81,16800,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,81,9000,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0
50,81,7100,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,81,12000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,81,3200,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0
53,81,17000,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,81,4200,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,81,20000,52,1,0,0,0,0,0,0,0,0,0,0,0,1,0
52,81,28000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,81,19000,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,81,21500,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52,81,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,81,12000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,81,23000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,81,18553,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0
50,81,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,81,18000,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,81,13670,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0
52,81,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,81,10000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,81,28000,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,81,8944,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,81,10400,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,81,6800,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,81,24600,51,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53,81,25000,52,1,0,0,0,0,0,0,0,1,0,0,0,0,0
52,81,22000,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,81,5500,34,1,0,0,1,0,0,0,0,0,0,0,0,0,0
51,81,2200,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,81,7000,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,81,8000,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,81,4000,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51,81,20000,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,81,10400,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,81,25000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,81,18000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,81,17700,52,1,0,0,1,0,0,0,0,0,0,0,0,0,0
50,81,37000,52,1,0,0,0,0,0,0,1,0,0,0,0,0,0
52,81,6000,35,1,0,0,0,0,1,0,0,0,0,0,0,0,0
51,81,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,81,10190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,81,1,18,1,0,0,0,1,0,0,0,0,0,0,0,0,0
52,81,0,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,81,6000,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0
52,81,7500,32,1,0,0,1,0,0,0,0,0,0,0,0,0,0
50,81,25000,52,1,0,0,0,0,0,0,1,0,0,0,0,0,0
53,81,14684,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0
51,81,23500,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51,81,3700,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,81,8000,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,81,0,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,81,11425,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,81,12000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52,81,4800,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,81,16000,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0
53,81,17200,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,81,1800,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,81,15400,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,81,13000,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,81,17700,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,81,14000,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51,81,34000,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,81,40000,52,1,0,0,0,0,0,0,0,0,0,0,1,0,0
53,81,28000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,81,10000,40,1,0,0,1,0,0,0,0,0,0,0,0,0,0
50,81,17900,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,81,15000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,81,13300,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0
51,81,15300,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51,81,19000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,81,16500,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,81,14000,52,1,0,0,0,0,0,0,0,0,0,0,0,1,0
51,81,9415,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,81,22000,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0
53,81,14000,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,81,23700,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,81,50000,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,81,14000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,81,13000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,81,1000,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,81,13000,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0
53,81,24000,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,81,19124,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0
51,81,20000,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0
51,81,14500,52,1,0,0,1,0,0,0,0,0,0,0,0,0,0
50,81,2500,52,1,0,0,0,0,0,0,1,0,0,0,0,0,0
51,81,6000,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53,81,13000,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,81,0,52,1,0,0,0,0,0,0,1,0,0,0,0,0,0
52,81,19584,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0
53,81,2404,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,81,11600,52,1,0,0,0,0,0,0,1,0,0,0,0,0,0
53,81,11500,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,81,7500,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,81,9000,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,81,15400,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,81,24000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,81,29000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,81,17000,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,81,10000,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,81,20000,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,81,24000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,81,17000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,81,15100,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,81,19000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,81,0,48,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,81,0,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,81,0,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0
52,81,25000,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,81,29000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,81,14000,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0
52,81,6000,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,81,5100,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1
53,81,10500,51,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52,81,10348,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,81,18000,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52,81,21578,52,1,0,0,0,0,0,0,0,0,0,0,1,0,0
51,81,12793,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,81,23000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,81,17000,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0
53,81,20321,52,1,0,0,0,0,1,0,0,0,0,0,0,0,0
50,81,13500,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,81,23000,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,81,7040,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,81,4960,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,81,0,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51,81,441,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52,81,14969,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0
52,81,19000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,81,17000,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,81,14000,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51,81,10500,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0
50,81,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,81,9500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,81,20000,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,81,44500,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,81,14000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,81,25000,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,81,15500,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,81,2000,26,1,0,1,0,0,0,0,0,0,0,0,0,0,0
52,81,14110,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,81,4200,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,81,14086,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0
52,81,18400,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0
50,81,26700,52,1,0,0,0,0,0,0,1,0,0,0,0,0,0
51,81,18500,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,81,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,81,22800,52,1,0,0,0,0,0,0,0,1,0,0,0,0,0
50,81,24500,45,1,0,0,0,1,0,0,0,0,0,0,0,0,0
50,81,14500,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,81,27000,52,1,0,0,0,0,0,0,0,0,0,0,0,1,0
52,81,24600,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,81,19890,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53,81,17000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,81,17000,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,81,11000,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,81,20000,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,81,9000,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,81,25000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,81,32000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52,81,5200,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,81,15426,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,81,5800,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,81,4500,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0
50,81,2100,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,81,23000,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,81,14800,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,81,12000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,81,0,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51,81,22000,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0
52,81,6456,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,81,22000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,81,9000,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0
50,81,9000,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,81,9500,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,81,9900,48,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,81,7000,49,1,0,0,0,0,0,0,0,1,0,0,0,0,0
50,81,0,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,81,33000,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0
52,81,7000,48,1,1,0,0,0,0,0,0,0,0,0,0,0,0
50,81,11000,52,1,0,0,0,0,0,0,1,0,0,0,0,0,0
52,81,23000,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53,81,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,81,11000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,81,50000,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51,81,10000,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,82,10000,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,82,2099,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,82,21000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,82,30500,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52,82,7700,26,1,0,1,0,0,0,0,0,0,0,0,0,0,0
52,82,2680,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,82,5200,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,82,16000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51,82,6000,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,82,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,82,15000,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53,82,25000,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,82,18000,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,82,23861,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,82,11500,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,82,5500,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,82,0,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,82,13000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52,82,20000,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,82,30000,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,82,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,82,0,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,82,4100,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,82,18000,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,82,6300,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,82,10800,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,82,20100,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,82,13400,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,82,24000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,82,34500,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,82,17000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,82,0,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,82,0,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,82,6200,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,82,17340,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,82,11789,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,82,17000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,82,17000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53,82,15900,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,82,35000,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,82,0,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,82,28000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,82,14000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53,82,23000,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,82,2000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,82,28900,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0
50,82,10900,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,82,25000,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,82,7500,48,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,82,30500,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,82,15000,52,1,0,0,0,0,1,0,0,0,0,0,0,0,0
53,82,75000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53,82,12000,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,82,25000,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,82,15000,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,82,2350,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,82,18000,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,82,30000,52,1,0,0,0,0,0,0,0,0,0,0,1,0,0
51,82,7500,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,82,43000,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,82,21000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,82,4761,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,82,4989,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0
51,82,15500,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,82,29300,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,82,13000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,82,13400,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51,82,15200,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,82,4000,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,82,31150,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,82,15000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,82,21000,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,82,20000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,82,11000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,82,20000,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,82,18200,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,82,12750,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,82,23000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52,82,18000,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,82,0,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,82,17000,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,82,10805,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,82,14500,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,82,9100,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,82,15400,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,82,27500,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,82,21000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,82,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,82,16700,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,82,19360,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51,82,19000,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,82,13500,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,82,25000,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51,82,18000,26,1,0,0,0,0,1,0,0,0,0,0,0,0,0
50,82,18000,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0
52,82,15700,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52,82,14000,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,82,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,82,16000,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,82,17000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,82,13403,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0
